State Code,Claim Amount,Coverage,Education,EmploymentStatus,Location Code,Monthly Premium Auto,Number of Policies,Policy,Claim Reason,Vehicle Class
IA,910.2267849,Premium,High School or Below,Medical Leave,Rural,118,6,Personal,Collision,Two-Door Car
NE,254.0407726,Basic,Doctor,Employed,Rural,64,1,Special,Hail,Four-Door Car
MO,1294.189193,Basic,College,Employed,Suburban,110,2,Personal,Collision,SUV
KS,236.5348601,Basic,Bachelor,Unemployed,Rural,66,1,Special,Hail,Four-Door Car
NE,572.0765064,Basic,College,Employed,Suburban,72,9,Personal,Hail,Four-Door Car
IA,703.5534087999998,Premium,High School or Below,Unemployed,Suburban,101,8,Corporate,Scratch/Dent,Four-Door Car
MO,263.697773,Basic,College,Employed,Suburban,67,1,Personal,Hail,Four-Door Car
OK,539.5831967,Basic,Bachelor,Employed,Rural,68,8,Corporate,Other,Four-Door Car
IA,838.2630118,Basic,High School or Below,Retired,Suburban,117,9,Personal,Collision,Sports Car
KS,3116.174523,Basic,College,Employed,Rural,112,2,Personal,Collision,SUV
IA,288.7742258,Extended,Bachelor,Unemployed,Suburban,80,1,Personal,Collision,Four-Door Car
KS,871.4922134999998,Basic,College,Unemployed,Suburban,118,4,Corporate,Collision,SUV
MO,2558.572783,Basic,Bachelor,Unemployed,Suburban,116,2,Corporate,Hail,SUV
IA,1027.26082,Extended,College,Employed,Urban,132,3,Personal,Scratch/Dent,SUV
IA,437.6363592,Premium,Bachelor,Employed,Rural,111,1,Personal,Hail,Four-Door Car
MO,531.8896639999998,Basic,Bachelor,Employed,Suburban,67,6,Corporate,Hail,Four-Door Car
IA,471.9762191,Basic,Bachelor,Employed,Rural,61,6,Personal,Collision,Four-Door Car
IA,442.80315830000006,Basic,High School or Below,Employed,Urban,110,1,Personal,Collision,SUV
MO,587.9176092,Basic,High School or Below,Employed,Rural,73,6,Corporate,Other,Four-Door Car
IA,941.6908485,Basic,Doctor,Employed,Urban,116,3,Personal,Scratch/Dent,SUV
IA,828.8155579,Premium,Master,Employed,Suburban,106,3,Corporate,Collision,Four-Door Car
IA,3265.48383,Premium,Bachelor,Unemployed,Suburban,153,2,Personal,Scratch/Dent,SUV
IA,471.9450052,Extended,College,Employed,Rural,121,1,Corporate,Scratch/Dent,SUV
MO,390.3474784,Extended,Bachelor,Employed,Suburban,98,1,Personal,Hail,Two-Door Car
MO,545.7259677999998,Extended,Bachelor,Employed,Suburban,139,1,Personal,Scratch/Dent,SUV
MO,272.5356404,Basic,Master,Employed,Rural,69,1,Personal,Hail,Four-Door Car
NE,443.397368,Basic,College,Employed,Rural,110,1,Corporate,Other,SUV
NE,533.2462694,Basic,Doctor,Employed,Urban,66,7,Personal,Hail,Four-Door Car
IA,231.5094985,Basic,Bachelor,Unemployed,Suburban,73,1,Corporate,Collision,Four-Door Car
MO,541.1953687000001,Basic,College,Unemployed,Suburban,73,5,Personal,Hail,Four-Door Car
MO,958.733234,Extended,Bachelor,Employed,Suburban,80,2,Personal,Other,Four-Door Car
MO,2210.35072,Basic,College,Unemployed,Suburban,102,2,Personal,Collision,SUV
OK,976.4945308,Extended,High School or Below,Unemployed,Suburban,98,2,Personal,Hail,Four-Door Car
OK,256.7151468,Basic,Bachelor,Employed,Rural,65,1,Corporate,Hail,Four-Door Car
IA,265.0622781,Basic,College,Employed,Urban,68,1,Personal,Hail,Four-Door Car
MO,1126.436334,Extended,Bachelor,Employed,Suburban,98,2,Personal,Collision,Two-Door Car
MO,216.8523464,Basic,High School or Below,Unemployed,Suburban,63,1,Personal,Hail,Four-Door Car
MO,861.0667489,Basic,High School or Below,Unemployed,Suburban,111,9,Corporate,Scratch/Dent,SUV
MO,283.4646235,Basic,College,Employed,Suburban,71,1,Personal,Collision,Two-Door Car
IA,893.0139728,Extended,High School or Below,Unemployed,Suburban,82,2,Personal,Other,Four-Door Car
NE,553.6386959,Basic,College,Employed,Suburban,70,5,Personal,Collision,Four-Door Car
NE,284.085429,Basic,High School or Below,Unemployed,Suburban,74,1,Personal,Collision,Two-Door Car
MO,808.2880956,Basic,College,Employed,Suburban,67,2,Personal,Collision,Four-Door Car
MO,525.4734278,Basic,Bachelor,Employed,Rural,67,3,Corporate,Other,Four-Door Car
NE,511.6237577,Basic,Bachelor,Unemployed,Rural,70,5,Personal,Collision,Four-Door Car
MO,303.4646997,Extended,College,Employed,Rural,76,1,Personal,Other,Two-Door Car
MO,802.489992,Basic,High School or Below,Unemployed,Suburban,119,8,Personal,Scratch/Dent,SUV
MO,1821.114319,Premium,High School or Below,Employed,Suburban,154,2,Personal,Other,SUV
IA,512.1563312,Basic,High School or Below,Unemployed,Suburban,72,5,Personal,Collision,Four-Door Car
MO,215.0178588,Basic,High School or Below,Unemployed,Suburban,61,1,Personal,Hail,Four-Door Car
MO,559.5389905000002,Basic,High School or Below,Employed,Suburban,71,3,Personal,Hail,Four-Door Car
OK,756.2824036000002,Basic,Bachelor,Unemployed,Suburban,73,2,Personal,Hail,Four-Door Car
IA,538.5853211,Basic,High School or Below,Medical Leave,Suburban,71,3,Personal,Collision,Four-Door Car
KS,471.8558501,Basic,Master,Medical Leave,Urban,64,8,Personal,Other,Four-Door Car
OK,942.2567923,Extended,Bachelor,Employed,Rural,79,2,Personal,Collision,Four-Door Car
IA,360.5860265,Extended,College,Employed,Suburban,92,1,Corporate,Other,Four-Door Car
MO,776.2590564,Premium,College,Medical Leave,Rural,106,3,Personal,Collision,Four-Door Car
NE,2344.490045,Basic,College,Employed,Urban,74,2,Corporate,Hail,Four-Door Car
MO,255.8178159,Basic,High School or Below,Unemployed,Suburban,72,1,Corporate,Collision,Four-Door Car
KS,512.3170887,Basic,Master,Employed,Rural,63,3,Personal,Hail,Two-Door Car
KS,253.7744494,Basic,High School or Below,Unemployed,Suburban,69,1,Personal,Other,Four-Door Car
MO,296.9593296,Basic,High School or Below,Employed,Suburban,74,1,Personal,Hail,Two-Door Car
IA,436.3124641,Basic,Master,Employed,Urban,109,1,Personal,Hail,SUV
MO,588.4308607,Premium,High School or Below,Unemployed,Suburban,161,1,Personal,Collision,SUV
OK,527.2191556,Basic,College,Employed,Suburban,66,3,Personal,Collision,Four-Door Car
MO,550.9895664,Basic,Doctor,Employed,Suburban,69,4,Personal,Other,Four-Door Car
OK,1631.368349,Basic,College,Unemployed,Suburban,69,2,Personal,Scratch/Dent,Four-Door Car
NE,567.8050167,Extended,Bachelor,Unemployed,Suburban,76,3,Personal,Hail,Four-Door Car
MO,1210.120884,Basic,Bachelor,Unemployed,Suburban,112,2,Personal,Hail,Sports Car
IA,245.35707940000003,Basic,Bachelor,Medical Leave,Suburban,69,1,Personal,Collision,Four-Door Car
MO,507.566267,Basic,High School or Below,Medical Leave,Suburban,65,7,Special,Collision,Four-Door Car
NE,321.4979402,Extended,Bachelor,Employed,Suburban,80,1,Corporate,Collision,Four-Door Car
MO,1227.534309,Premium,College,Employed,Urban,156,9,Personal,Hail,SUV
MO,272.2210707,Basic,College,Medical Leave,Suburban,71,1,Corporate,Hail,Four-Door Car
IA,245.7440923,Basic,Bachelor,Employed,Rural,62,1,Personal,Hail,Four-Door Car
IA,355.4845264,Extended,Master,Employed,Rural,88,1,Corporate,Collision,Four-Door Car
MO,492.9549699,Basic,Bachelor,Employed,Suburban,63,7,Personal,Hail,Two-Door Car
MO,803.645034,Basic,High School or Below,Unemployed,Suburban,112,9,Personal,Collision,Sports Car
NE,427.6915328,Basic,Bachelor,Medical Leave,Suburban,68,3,Corporate,Collision,Four-Door Car
MO,3347.334946,Basic,Bachelor,Employed,Suburban,106,2,Personal,Collision,SUV
IA,596.0581363,Basic,Master,Employed,Rural,74,3,Personal,Hail,Two-Door Car
NE,4479.546942,Extended,College,Employed,Rural,126,2,Special,Collision,SUV
MO,383.2118106,Basic,High School or Below,Medical Leave,Suburban,100,1,Personal,Other,SUV
MO,683.7932624,Premium,Bachelor,Employed,Suburban,171,1,Personal,Other,SUV
OK,528.526816,Basic,High School or Below,Retired,Suburban,72,3,Personal,Hail,Two-Door Car
MO,309.6511217,Extended,College,Employed,Suburban,79,1,Corporate,Collision,Four-Door Car
NE,358.9710715,Extended,College,Employed,Urban,90,1,Personal,Hail,Four-Door Car
NE,258.2408525,Basic,Bachelor,Employed,Urban,64,1,Special,Hail,Four-Door Car
KS,248.7729726,Basic,College,Employed,Suburban,62,1,Personal,Hail,Two-Door Car
NE,1357.567599,Basic,College,Employed,Suburban,115,2,Personal,Other,SUV
KS,468.5504251,Premium,Doctor,Employed,Suburban,116,1,Personal,Collision,Two-Door Car
IA,2868.582785,Basic,College,Employed,Suburban,104,2,Personal,Scratch/Dent,SUV
KS,276.4032126,Basic,High School or Below,Employed,Urban,72,1,Corporate,Collision,Two-Door Car
IA,618.3111464,Extended,Bachelor,Medical Leave,Urban,85,3,Personal,Collision,Four-Door Car
MO,387.3647046,Basic,College,Retired,Suburban,105,1,Personal,Hail,Sports Car
MO,1892.93306,Basic,Master,Employed,Rural,68,2,Personal,Hail,Four-Door Car
MO,555.3295757999998,Basic,Master,Employed,Urban,69,3,Personal,Hail,Four-Door Car
MO,501.12591839999993,Basic,Bachelor,Employed,Rural,63,5,Corporate,Hail,Four-Door Car
MO,1044.244633,Extended,College,Unemployed,Suburban,98,2,Personal,Collision,Four-Door Car
OK,219.961781,Basic,Bachelor,Unemployed,Suburban,65,1,Personal,Collision,Two-Door Car
KS,870.9845263,Premium,Bachelor,Employed,Rural,111,3,Corporate,Collision,Four-Door Car
IA,748.4310482999998,Extended,High School or Below,Employed,Suburban,96,6,Corporate,Scratch/Dent,Four-Door Car
IA,261.3023132,Basic,Bachelor,Employed,Rural,67,1,Personal,Scratch/Dent,Two-Door Car
NE,908.0639651,Basic,Bachelor,Employed,Urban,114,8,Corporate,Collision,SUV
OK,1377.097618,Premium,High School or Below,Employed,Suburban,116,2,Personal,Collision,Four-Door Car
IA,287.6822941000001,Basic,High School or Below,Employed,Suburban,73,1,Personal,Other,Four-Door Car
KS,554.8031892000001,Basic,Bachelor,Employed,Suburban,69,9,Personal,Collision,Four-Door Car
KS,509.7526248,Extended,Bachelor,Medical Leave,Suburban,136,1,Corporate,Collision,SUV
IA,2414.387556,Extended,College,Unemployed,Suburban,87,2,Special,Collision,Four-Door Car
NE,353.8059456000001,Basic,College,Unemployed,Suburban,67,7,Personal,Other,Four-Door Car
OK,2909.123936,Extended,Bachelor,Employed,Rural,244,2,Personal,Collision,SUV
MO,1983.420115,Extended,High School or Below,Employed,Rural,123,2,Personal,Scratch/Dent,SUV
IA,473.1366975,Basic,High School or Below,Employed,Rural,61,3,Corporate,Hail,Four-Door Car
MO,3553.7846,Basic,Master,Unemployed,Suburban,113,2,Personal,Collision,Sports Car
NE,3461.137896,Basic,High School or Below,Employed,Suburban,109,2,Personal,Hail,Sports Car
MO,2021.630883,Basic,High School or Below,Unemployed,Suburban,183,2,Personal,Scratch/Dent,SUV
IA,1397.651925,Premium,College,Employed,Urban,176,5,Personal,Scratch/Dent,SUV
MO,590.4088162,Basic,College,Employed,Urban,73,6,Personal,Collision,Four-Door Car
IA,559.5835041,Basic,Master,Employed,Suburban,69,4,Corporate,Other,Four-Door Car
MO,229.4303629,Basic,High School or Below,Unemployed,Suburban,62,1,Personal,Scratch/Dent,Two-Door Car
NE,627.3911874,Extended,College,Retired,Suburban,86,6,Personal,Collision,Four-Door Car
IA,372.6727996,Basic,College,Unemployed,Suburban,112,1,Special,Collision,Sports Car
KS,528.5118669,Basic,Bachelor,Employed,Suburban,67,9,Personal,Collision,Four-Door Car
IA,511.0680779,Basic,Bachelor,Unemployed,Suburban,74,4,Corporate,Collision,Four-Door Car
OK,712.6596501,Basic,College,Medical Leave,Suburban,183,1,Personal,Hail,Sports Car
IA,460.16340989999986,Basic,Master,Employed,Suburban,114,1,Personal,Other,SUV
IA,915.5239699,Extended,College,Unemployed,Suburban,127,3,Personal,Hail,Sports Car
IA,1480.805624,Basic,College,Employed,Suburban,62,2,Personal,Scratch/Dent,Four-Door Car
NE,890.1678357000002,Extended,High School or Below,Unemployed,Suburban,136,8,Personal,Collision,Sports Car
IA,573.4598242999998,Basic,College,Employed,Rural,71,3,Personal,Scratch/Dent,Two-Door Car
IA,417.7696973,Premium,High School or Below,Unemployed,Suburban,112,1,Personal,Scratch/Dent,Four-Door Car
MO,2777.628906,Extended,Bachelor,Employed,Rural,230,2,Personal,Collision,Sports Car
NE,1036.434749,Extended,Master,Employed,Urban,129,3,Personal,Hail,SUV
IA,785.1901368,Basic,Master,Employed,Urban,66,2,Personal,Other,Two-Door Car
IA,477.2943848000001,Extended,High School or Below,Retired,Suburban,133,1,Corporate,Hail,SUV
IA,1422.650485,Premium,High School or Below,Employed,Suburban,177,7,Corporate,Collision,SUV
KS,403.1104947,Basic,College,Unemployed,Suburban,63,3,Personal,Hail,Two-Door Car
KS,279.4907476,Basic,College,Employed,Suburban,72,1,Personal,Collision,Two-Door Car
MO,436.2931238,Premium,College,Employed,Suburban,110,1,Personal,Hail,Four-Door Car
IA,962.4524417,Extended,Master,Employed,Suburban,124,6,Corporate,Hail,Sports Car
KS,501.5009472,Extended,Bachelor,Employed,Suburban,130,1,Corporate,Hail,SUV
MO,694.8422239,Basic,Doctor,Unemployed,Suburban,196,1,Personal,Collision,SUV
KS,289.6918767,Basic,College,Employed,Suburban,74,1,Personal,Collision,Two-Door Car
IA,2190.391364,Extended,Bachelor,Employed,Rural,79,2,Personal,Scratch/Dent,Four-Door Car
OK,902.8821403,Basic,High School or Below,Employed,Rural,113,3,Personal,Scratch/Dent,Sports Car
IA,530.3759534,Extended,College,Unemployed,Suburban,76,3,Personal,Hail,Four-Door Car
KS,416.5354461,Premium,College,Medical Leave,Suburban,113,1,Corporate,Collision,Four-Door Car
OK,512.3768112,Basic,High School or Below,Unemployed,Suburban,74,7,Personal,Collision,Two-Door Car
IA,949.2342964,Extended,College,Unemployed,Suburban,132,6,Personal,Hail,SUV
IA,820.4863191000002,Basic,High School or Below,Unemployed,Suburban,73,2,Personal,Collision,Four-Door Car
NE,987.7295699,Extended,College,Employed,Rural,131,9,Personal,Collision,Sports Car
MO,481.50097360000007,Basic,Bachelor,Medical Leave,Suburban,64,6,Corporate,Hail,Four-Door Car
MO,627.7011679,Extended,High School or Below,Unemployed,Suburban,88,4,Personal,Collision,Four-Door Car
MO,826.0639808999998,Basic,High School or Below,Employed,Suburban,105,3,Special,Hail,SUV
OK,254.9450038,Extended,Bachelor,Unemployed,Suburban,78,1,Corporate,Hail,Four-Door Car
KS,450.2679656,Basic,Bachelor,Employed,Rural,114,1,Personal,Hail,SUV
IA,380.3921781,Basic,Bachelor,Medical Leave,Suburban,100,1,Personal,Collision,Sports Car
IA,863.54035,Basic,Bachelor,Medical Leave,Suburban,117,6,Personal,Collision,SUV
IA,551.0558963999998,Basic,High School or Below,Unemployed,Suburban,73,4,Personal,Collision,Four-Door Car
OK,358.5884123,Extended,Master,Employed,Rural,91,1,Corporate,Collision,Four-Door Car
OK,488.92527800000005,Basic,College,Employed,Suburban,63,6,Personal,Hail,Four-Door Car
IA,275.6941661,Basic,Bachelor,Medical Leave,Suburban,74,1,Corporate,Collision,Four-Door Car
OK,328.9547398,Extended,Doctor,Unemployed,Urban,86,1,Corporate,Hail,Two-Door Car
MO,1093.71785,Extended,Bachelor,Employed,Suburban,138,4,Personal,Collision,Sports Car
MO,737.5567916,Basic,High School or Below,Employed,Suburban,65,2,Corporate,Collision,Four-Door Car
MO,1011.077818,Extended,Bachelor,Medical Leave,Urban,90,2,Corporate,Collision,Two-Door Car
IA,511.9414293,Basic,High School or Below,Employed,Urban,65,3,Personal,Collision,Four-Door Car
MO,853.3832013,Basic,College,Medical Leave,Suburban,113,9,Personal,Collision,SUV
OK,222.4768,Basic,College,Unemployed,Suburban,68,1,Personal,Hail,Four-Door Car
NE,804.2803784,Basic,Doctor,Employed,Urban,100,4,Personal,Hail,Sports Car
IA,255.44371380000004,Basic,College,Medical Leave,Suburban,70,1,Personal,Hail,Four-Door Car
IA,1807.393999,Extended,Bachelor,Employed,Suburban,76,2,Personal,Collision,Two-Door Car
MO,243.0506586,Basic,Bachelor,Employed,Urban,61,1,Corporate,Other,Four-Door Car
IA,316.7658442,Extended,Bachelor,Unemployed,Suburban,92,1,Corporate,Other,Four-Door Car
NE,546.5603982999999,Basic,Bachelor,Employed,Rural,68,5,Corporate,Collision,Four-Door Car
MO,1035.751422,Extended,College,Employed,Rural,131,9,Corporate,Collision,SUV
MO,253.7813878,Basic,High School or Below,Employed,Rural,65,1,Personal,Hail,Four-Door Car
NE,282.19472189999993,Basic,College,Employed,Rural,70,1,Special,Collision,Four-Door Car
NE,775.7128146000001,Premium,Bachelor,Unemployed,Suburban,111,3,Corporate,Collision,Two-Door Car
NE,407.9132667,Premium,High School or Below,Unemployed,Suburban,114,1,Corporate,Other,Two-Door Car
NE,595.5544552,Extended,College,Unemployed,Suburban,83,8,Personal,Collision,Four-Door Car
IA,1415.861364,Basic,Bachelor,Employed,Suburban,70,2,Personal,Hail,Two-Door Car
OK,848.7238032,Basic,College,Unemployed,Suburban,74,2,Personal,Collision,Two-Door Car
NE,628.5476868,Extended,College,Employed,Rural,80,8,Personal,Collision,Four-Door Car
IA,1147.348149,Extended,High School or Below,Employed,Urban,95,2,Personal,Hail,Two-Door Car
KS,231.0882998,Basic,Bachelor,Unemployed,Suburban,64,1,Personal,Hail,Four-Door Car
IA,2359.46802,Basic,Bachelor,Employed,Rural,66,2,Personal,Scratch/Dent,Four-Door Car
KS,251.459196,Basic,High School or Below,Employed,Rural,65,1,Personal,Hail,Four-Door Car
NE,538.0898636,Basic,College,Employed,Suburban,67,9,Personal,Collision,Four-Door Car
MO,477.0550911,Basic,College,Medical Leave,Suburban,65,4,Personal,Collision,Two-Door Car
NE,675.6651404,Extended,Master,Employed,Urban,86,9,Personal,Collision,Four-Door Car
NE,593.6011772999999,Extended,College,Unemployed,Suburban,84,3,Personal,Scratch/Dent,Four-Door Car
NE,357.0760509,Extended,Bachelor,Employed,Suburban,88,1,Personal,Collision,Four-Door Car
MO,601.9960469,Extended,College,Unemployed,Suburban,92,4,Personal,Collision,Four-Door Car
IA,542.6863953,Basic,High School or Below,Employed,Suburban,69,3,Personal,Hail,Two-Door Car
IA,273.0313804,Basic,Master,Employed,Rural,68,1,Personal,Scratch/Dent,Four-Door Car
MO,498.2681374,Basic,High School or Below,Employed,Suburban,62,5,Corporate,Scratch/Dent,Four-Door Car
IA,876.9266756000002,Basic,College,Employed,Suburban,74,2,Personal,Scratch/Dent,Four-Door Car
OK,422.0613534,Premium,High School or Below,Employed,Suburban,110,1,Personal,Hail,Two-Door Car
NE,1153.750507,Extended,High School or Below,Unemployed,Suburban,86,2,Corporate,Collision,Two-Door Car
MO,588.7182042999998,Basic,Master,Employed,Rural,73,9,Personal,Other,Four-Door Car
MO,470.05837710000014,Basic,College,Employed,Suburban,117,1,Personal,Other,SUV
IA,1096.395723,Premium,High School or Below,Employed,Suburban,276,1,Personal,Collision,SUV
NE,252.3171245,Basic,High School or Below,Unemployed,Suburban,70,1,Personal,Collision,Four-Door Car
OK,375.7804716,Extended,Doctor,Employed,Suburban,96,1,Personal,Hail,Four-Door Car
IA,1294.173353,Basic,High School or Below,Employed,Urban,106,2,Personal,Collision,SUV
OK,376.4465074,Extended,Bachelor,Employed,Suburban,94,1,Corporate,Scratch/Dent,Two-Door Car
MO,688.9557028,Basic,High School or Below,Unemployed,Suburban,66,2,Personal,Collision,Four-Door Car
OK,362.34541980000006,Basic,College,Unemployed,Suburban,111,1,Corporate,Collision,SUV
NE,758.2113842,Basic,College,Employed,Urban,64,2,Personal,Hail,Four-Door Car
IA,827.774558,Premium,College,Employed,Suburban,103,4,Corporate,Scratch/Dent,Two-Door Car
MO,257.6455597,Basic,High School or Below,Medical Leave,Suburban,66,1,Personal,Collision,Four-Door Car
IA,820.5387936000002,Basic,College,Employed,Rural,102,4,Corporate,Hail,SUV
IA,1958.246887,Basic,Doctor,Medical Leave,Suburban,72,2,Corporate,Collision,Four-Door Car
OK,648.1526576,Extended,Bachelor,Employed,Suburban,81,5,Personal,Other,Four-Door Car
